outlet_id,region,outlet_size,population_density,number_of_skus_sold,average_household_income
outlet_code_651,outstation,233,108,12,58363
outlet_code_652,outstation,280,120,14,69907
outlet_code_653,outstation,1287,270,16,79357
outlet_code_654,outstation,976,233,13,63810
outlet_code_655,outstation,1032,240,13,66582
outlet_code_656,outstation,1185,258,15,74237
outlet_code_657,upcountry,303,403,18,45492
outlet_code_658,upcountry,1675,448,30,59264
outlet_code_659,upcountry,1015,382,16,39453
outlet_code_660,upcountry,856,366,13,34693
outlet_code_661,upcountry,1293,409,22,47789
outlet_code_662,western,3532,4865,51,151614
outlet_code_663,western,2915,3630,38,120738
outlet_code_664,western,3367,4534,47,143344
outlet_code_665,western,244,1465,27,97163
outlet_code_666,western,316,2534,37,132811
outlet_code_667,western,392,3674,49,170814
outlet_code_668,western,1611,3022,52,166105
outlet_code_669,western,1663,3126,54,171291
outlet_code_670,outstation,2782,339,14,69556
outlet_code_671,outstation,258,114,13,64393
outlet_code_672,outstation,359,140,18,89642
outlet_code_673,outstation,236,109,12,59061
outlet_code_674,outstation,390,148,20,97520
outlet_code_675,outstation,329,132,16,82239
outlet_code_676,outstation,1601,308,19,95027
outlet_code_677,outstation,1450,290,17,87477
outlet_code_678,outstation,1600,308,19,95008
outlet_code_679,outstation,1592,307,19,94598
outlet_code_680,upcountry,3414,591,28,51205
outlet_code_681,upcountry,398,498,25,59750
outlet_code_682,upcountry,712,351,10,30346
outlet_code_683,upcountry,730,353,11,30893
outlet_code_684,western,3205,4211,44,135265
outlet_code_685,western,717,1234,21,76715
outlet_code_686,western,1472,2743,47,152161
outlet_code_687,western,852,1505,25,90244
outlet_code_688,outstation,214,104,11,53514
outlet_code_689,outstation,1692,319,20,99614
outlet_code_690,outstation,816,214,11,55786
outlet_code_691,outstation,862,219,12,58107
outlet_code_692,outstation,1185,258,15,74242
outlet_code_693,upcountry,392,492,24,58806
outlet_code_694,upcountry,1224,402,20,45715
outlet_code_695,upcountry,1130,393,19,42905
outlet_code_696,upcountry,750,355,11,31489
outlet_code_697,upcountry,1467,427,25,52998
outlet_code_698,western,2798,3397,36,114924
outlet_code_699,western,3188,4175,44,134385
outlet_code_700,western,261,1711,29,105367
outlet_code_701,western,312,2486,37,131202
outlet_code_702,western,237,1356,26,93518
outlet_code_703,western,246,1496,27,98194
outlet_code_704,western,333,2795,40,141498
outlet_code_705,western,366,3287,45,157909
outlet_code_706,western,1025,1851,31,107535
outlet_code_707,outstation,2620,331,13,65505
outlet_code_708,outstation,332,133,17,82949
outlet_code_709,outstation,392,148,20,98043
outlet_code_710,outstation,1620,310,19,95999
outlet_code_711,outstation,1133,252,14,71644
outlet_code_712,outstation,1285,270,16,79260
outlet_code_713,outstation,807,213,11,55344
outlet_code_714,outstation,1116,250,14,70816
outlet_code_715,upcountry,386,486,24,57920
outlet_code_716,upcountry,1103,390,18,42081
outlet_code_717,upcountry,1467,427,25,53006
outlet_code_718,upcountry,1274,407,21,47231
outlet_code_719,western,2747,3294,35,112346
outlet_code_720,western,236,1335,25,92839
outlet_code_721,western,288,2125,33,119175
outlet_code_722,western,323,2650,39,136683
outlet_code_723,western,1040,1880,32,109021
outlet_code_724,western,971,1742,29,102081
outlet_code_725,western,1275,2350,40,132483
outlet_code_726,western,1634,3069,53,168444
outlet_code_727,outstation,3087,354,15,77185
outlet_code_728,outstation,2167,308,11,54177
outlet_code_729,outstation,2819,341,14,70484
outlet_code_730,outstation,207,102,10,51839
outlet_code_731,outstation,351,138,18,87678
outlet_code_732,outstation,225,106,11,56310
outlet_code_733,outstation,1296,272,16,79822
outlet_code_734,outstation,1483,294,18,89130
outlet_code_735,outstation,1621,311,19,96069
outlet_code_736,outstation,824,215,11,56212
outlet_code_737,outstation,1037,240,13,66873
outlet_code_738,upcountry,3792,629,32,56875
outlet_code_739,upcountry,3144,564,24,47157
outlet_code_740,upcountry,1153,395,19,43577
outlet_code_741,upcountry,1025,382,16,39743
outlet_code_742,upcountry,727,353,11,30822
outlet_code_743,western,3144,4089,43,132213
outlet_code_744,western,350,3053,43,150101
outlet_code_745,western,253,1589,28,101285
outlet_code_746,western,334,2815,40,142176
outlet_code_747,western,289,2138,33,119584
outlet_code_748,western,1464,2728,47,151416
outlet_code_749,western,1504,2808,48,155419
outlet_code_750,western,1522,2843,49,157164
outlet_code_751,western,1030,1861,32,108040
outlet_code_752,western,931,1663,28,98142
outlet_code_753,outstation,217,104,11,54268
outlet_code_754,outstation,288,122,14,72114
outlet_code_755,outstation,1026,239,13,66324
outlet_code_756,outstation,1036,240,13,66792
outlet_code_757,outstation,821,214,11,56031
outlet_code_758,outstation,1379,281,17,83937
outlet_code_759,outstation,1209,261,15,75462
outlet_code_760,outstation,832,216,11,56599
outlet_code_761,upcountry,1092,389,18,41767
outlet_code_762,western,2705,3210,34,110248
outlet_code_763,western,3424,4648,48,146191
outlet_code_764,western,265,1778,30,107616
outlet_code_765,western,1574,2948,51,162400
outlet_code_766,western,915,1630,28,96505
outlet_code_767,western,1282,2364,40,133197
outlet_code_768,western,1011,1821,31,106070
outlet_code_769,western,705,1211,20,75530
outlet_code_770,western,1083,1967,33,113331
outlet_code_771,western,1535,2869,49,158473
outlet_code_772,western,741,1281,21,79054
outlet_code_773,outstation,201,100,10,50237
outlet_code_774,outstation,389,147,19,97272
outlet_code_775,outstation,398,149,20,99496
outlet_code_776,outstation,1231,264,15,76543
outlet_code_777,outstation,1209,261,15,75426
outlet_code_778,outstation,962,231,13,63079
outlet_code_779,outstation,1664,316,20,98184
outlet_code_780,outstation,871,221,12,58571
outlet_code_781,outstation,853,218,12,57655
outlet_code_782,outstation,1454,291,18,87717
outlet_code_783,outstation,916,226,12,60776
outlet_code_784,outstation,1367,280,17,83357
outlet_code_785,outstation,1347,278,16,82360
outlet_code_786,western,1173,2146,37,122304
outlet_code_787,western,1491,2782,48,154104
outlet_code_788,western,902,1605,27,95231
outlet_code_789,western,1209,2218,38,125923
outlet_code_790,western,1161,2121,36,121070
outlet_code_791,western,1505,2810,48,155508
outlet_code_792,outstation,3795,390,19,94864
outlet_code_793,outstation,3894,395,19,97349
outlet_code_794,outstation,207,102,10,51693
outlet_code_795,outstation,211,103,11,52760
outlet_code_796,outstation,311,128,16,77661
outlet_code_797,outstation,1387,282,17,84368
outlet_code_798,outstation,1345,277,16,82271
outlet_code_799,outstation,705,201,10,50266
outlet_code_800,outstation,1377,281,17,83864
outlet_code_801,outstation,1538,301,18,91920
outlet_code_802,outstation,1188,259,15,74418
outlet_code_803,upcountry,378,478,23,56666
outlet_code_804,upcountry,1252,405,21,46572
outlet_code_805,upcountry,1023,382,16,39692
outlet_code_806,western,395,3725,49,172504
outlet_code_807,western,258,1671,29,104028
outlet_code_808,western,824,1447,24,87358
outlet_code_809,western,1148,2095,36,119751
outlet_code_810,western,1094,1987,34,114372
outlet_code_811,outstation,2199,310,11,54963
outlet_code_812,outstation,361,140,18,90232
outlet_code_813,outstation,210,103,11,52524
outlet_code_814,outstation,203,101,10,50628
outlet_code_815,outstation,382,145,19,95393
outlet_code_816,outstation,789,211,11,54455
outlet_code_817,outstation,1035,240,13,66763
outlet_code_818,outstation,1330,276,16,81524
outlet_code_819,outstation,1034,240,13,66698
outlet_code_820,outstation,914,226,12,60707
outlet_code_821,outstation,737,204,10,51874
outlet_code_822,upcountry,1269,407,21,47085
outlet_code_823,western,3396,4591,48,144783
outlet_code_824,western,378,3474,47,164146
outlet_code_825,western,745,1291,22,79535
outlet_code_826,western,775,1350,23,82501
outlet_code_827,western,938,1675,28,98764
outlet_code_828,western,1514,2827,48,156351
outlet_code_829,western,1589,2978,51,163878
outlet_code_830,outstation,3669,383,18,91715
outlet_code_831,outstation,278,119,14,69388
outlet_code_832,outstation,255,114,13,63666
outlet_code_833,outstation,1313,274,16,80634
outlet_code_834,outstation,1632,312,19,96610
outlet_code_835,outstation,936,228,12,61781
outlet_code_836,outstation,1418,286,17,85897
outlet_code_837,outstation,1006,237,13,65296
outlet_code_838,outstation,1473,293,18,88631
outlet_code_839,outstation,1590,307,19,94513
outlet_code_840,outstation,1341,277,16,82072
outlet_code_841,upcountry,278,378,16,41644
outlet_code_842,upcountry,1333,413,23,49002
outlet_code_843,upcountry,1260,406,21,46786
outlet_code_844,upcountry,841,364,13,34218
outlet_code_845,upcountry,1213,401,20,45383
outlet_code_846,western,2889,3577,38,119437
outlet_code_847,western,781,1362,23,83116
outlet_code_848,western,1493,2786,48,154300
outlet_code_849,western,993,1785,30,104263
outlet_code_850,western,947,1695,29,99744
outlet_code_851,outstation,224,106,11,55887
outlet_code_852,outstation,1328,275,16,81397
outlet_code_853,outstation,760,207,11,53024
outlet_code_854,outstation,1393,283,17,84666
outlet_code_855,outstation,1332,276,16,81586
outlet_code_856,outstation,1085,246,14,69275
outlet_code_857,outstation,1322,275,16,81112
outlet_code_858,upcountry,205,305,10,30797
outlet_code_859,upcountry,784,358,12,32520
outlet_code_860,upcountry,1337,414,23,49123
outlet_code_861,western,3773,5346,55,163662
outlet_code_862,western,2539,2878,31,101962
outlet_code_863,western,287,2104,33,118469
outlet_code_864,western,1561,2923,50,161128
outlet_code_865,western,1300,2399,41,134954
outlet_code_866,western,1613,3026,52,166308
outlet_code_867,western,859,1519,26,90943
outlet_code_868,western,1458,2717,47,150827
outlet_code_869,outstation,3175,359,16,79370
outlet_code_870,outstation,3190,359,16,79748
outlet_code_871,outstation,388,147,19,96876
outlet_code_872,outstation,711,201,10,50557
outlet_code_873,outstation,1693,319,20,99651
outlet_code_874,outstation,1553,302,19,92629
outlet_code_875,outstation,1461,291,18,88063
outlet_code_876,outstation,1124,251,14,71181
outlet_code_877,upcountry,2057,456,11,30854
outlet_code_878,upcountry,356,456,22,53465
outlet_code_879,upcountry,376,476,23,56352
outlet_code_880,upcountry,274,374,16,41031
outlet_code_881,upcountry,1205,400,20,45138
outlet_code_882,upcountry,859,366,13,34785
outlet_code_883,upcountry,1448,425,25,52455
outlet_code_884,upcountry,1151,395,19,43538
outlet_code_885,western,2147,2094,23,82362
outlet_code_886,western,332,2775,40,140842
outlet_code_887,western,270,1845,30,109843
outlet_code_888,western,380,3504,47,165148
outlet_code_889,western,890,1580,27,93991
outlet_code_890,western,1345,2490,43,139489
outlet_code_891,outstation,2863,343,14,71573
outlet_code_892,outstation,3694,385,18,92359
outlet_code_893,outstation,3237,362,16,80931
outlet_code_894,outstation,2259,313,11,56474
outlet_code_895,outstation,390,148,20,97559
outlet_code_896,outstation,346,137,17,86579
outlet_code_897,outstation,774,209,11,53689
outlet_code_898,outstation,1628,311,19,96392
outlet_code_899,outstation,1449,290,17,87461
outlet_code_900,outstation,1568,304,19,93377
outlet_code_901,outstation,784,210,11,54193
outlet_code_902,outstation,1440,289,17,86977
outlet_code_903,outstation,1053,242,14,67637
outlet_code_904,outstation,903,224,12,60151
outlet_code_905,outstation,1185,258,15,74232
outlet_code_906,upcountry,2834,533,20,42504
outlet_code_907,western,2978,3757,40,123917
outlet_code_908,western,2612,3024,32,105602
outlet_code_909,western,254,1606,28,101883
outlet_code_910,western,298,2272,35,124068
outlet_code_911,western,333,2792,40,141413
outlet_code_912,western,1239,2278,39,128912
outlet_code_913,outstation,3704,385,19,92596
outlet_code_914,outstation,233,108,12,58332
outlet_code_915,outstation,363,141,18,90750
outlet_code_916,outstation,389,147,19,97333
outlet_code_917,outstation,1288,271,16,79376
outlet_code_918,outstation,744,205,10,52189
outlet_code_919,outstation,1241,265,15,77038
outlet_code_920,outstation,845,217,11,57227
outlet_code_921,outstation,1116,250,14,70793
outlet_code_922,outstation,1432,288,17,86606
outlet_code_923,outstation,1471,293,18,88544
outlet_code_924,upcountry,359,459,22,53819
outlet_code_925,upcountry,311,411,18,46639
outlet_code_926,upcountry,852,365,13,34548
outlet_code_927,upcountry,1308,411,22,48236
outlet_code_928,upcountry,1316,412,22,48493
outlet_code_929,upcountry,1127,393,19,42821
outlet_code_930,western,3149,4099,43,132471
outlet_code_931,western,210,955,22,80152
outlet_code_932,western,359,3191,44,154684
outlet_code_933,western,1424,2648,45,147403
outlet_code_934,western,1559,2918,50,160906
outlet_code_935,western,1004,1808,31,105414
outlet_code_936,outstation,2200,310,11,55000
outlet_code_937,outstation,381,145,19,95266
outlet_code_938,outstation,261,115,13,65190
outlet_code_939,outstation,1619,310,19,95946
outlet_code_940,outstation,1044,241,13,67204
outlet_code_941,outstation,1190,259,15,74498
outlet_code_942,outstation,1168,256,15,73422
outlet_code_943,outstation,1387,282,17,84366
outlet_code_944,outstation,1121,251,14,71065
outlet_code_945,outstation,897,224,12,59833
outlet_code_946,upcountry,1221,402,20,45635
outlet_code_947,upcountry,868,367,13,35036
outlet_code_948,western,386,3587,48,167894
outlet_code_949,western,224,1164,24,87148
outlet_code_950,western,1221,2243,38,127139
outlet_code_951,western,730,1260,21,78020
outlet_code_952,western,1477,2754,47,152677
outlet_code_953,western,1480,2759,47,152969
outlet_code_954,outstation,2518,326,13,62953
outlet_code_955,outstation,3740,387,19,93502
outlet_code_956,outstation,3162,358,16,79047
outlet_code_957,outstation,3922,396,20,98050
outlet_code_958,outstation,235,109,12,58776
outlet_code_959,outstation,244,111,12,60942
outlet_code_960,outstation,767,208,11,53342
outlet_code_961,outstation,1402,284,17,85104
outlet_code_962,outstation,733,204,10,51635
outlet_code_963,outstation,1570,304,19,93492
outlet_code_964,upcountry,382,482,24,57274
outlet_code_965,upcountry,1257,406,21,46707
outlet_code_966,upcountry,987,379,16,38607
outlet_code_967,western,2404,2609,28,95217
outlet_code_968,western,2057,1914,21,77860
outlet_code_969,western,282,2034,32,116121
outlet_code_970,western,272,1879,31,110968
outlet_code_971,western,992,1785,30,104233
outlet_code_972,western,1058,1917,33,110849
outlet_code_973,western,744,1289,22,79443
outlet_code_974,western,1365,2530,43,141515
outlet_code_975,western,1153,2107,36,120336
outlet_code_976,western,845,1490,25,89502
outlet_code_977,outstation,2987,349,15,74672
outlet_code_978,outstation,2450,323,12,61256
outlet_code_979,outstation,2115,306,11,52872
outlet_code_980,outstation,228,107,11,56932
outlet_code_981,outstation,920,226,12,61010
outlet_code_982,outstation,1467,292,18,88351
outlet_code_983,outstation,1158,255,15,72876
outlet_code_984,outstation,890,223,12,59507
outlet_code_985,outstation,811,213,11,55531
outlet_code_986,outstation,1143,253,14,72172
outlet_code_987,outstation,742,205,10,52096
outlet_code_988,outstation,841,217,11,57056
outlet_code_989,outstation,1164,256,15,73225
outlet_code_990,upcountry,2774,527,20,41617
outlet_code_991,upcountry,252,352,14,37797
outlet_code_992,upcountry,1206,401,20,45178
outlet_code_993,upcountry,1606,441,28,57186
outlet_code_994,western,988,1776,30,103825
outlet_code_995,western,1311,2422,41,136082
outlet_code_996,western,977,1754,30,102721
outlet_code_997,outstation,3049,352,15,76222
outlet_code_998,outstation,3973,399,20,99324
outlet_code_999,outstation,332,133,17,82972
outlet_code_1000,outstation,397,149,20,99266
outlet_code_1001,outstation,267,117,13,66718
outlet_code_1002,outstation,1090,247,14,69487
outlet_code_1003,outstation,1325,275,16,81254
outlet_code_1004,outstation,1034,240,13,66713
outlet_code_1005,outstation,918,226,12,60913
outlet_code_1006,outstation,1200,260,15,74996
outlet_code_1007,outstation,798,212,11,54923
outlet_code_1008,upcountry,1528,433,27,54852
outlet_code_1009,upcountry,1206,401,20,45167
outlet_code_1010,upcountry,1244,404,21,46320
outlet_code_1011,western,383,3539,47,166309
outlet_code_1012,western,1030,1860,32,107978
outlet_code_1013,western,1301,2401,41,135054
outlet_code_1014,western,965,1729,29,101457
outlet_code_1015,outstation,267,117,13,66774
outlet_code_1016,outstation,1510,297,18,90505
outlet_code_1017,upcountry,2858,536,21,42871
outlet_code_1018,upcountry,1372,417,23,50158
outlet_code_1019,upcountry,971,377,15,38139
outlet_code_1020,western,3629,5059,53,156464
outlet_code_1021,western,273,1889,31,111289
outlet_code_1022,western,325,2676,39,137521
outlet_code_1023,western,381,3520,47,165651
outlet_code_1024,western,1378,2556,44,142801
